id,Main_Category,Is_Successful,Rounds,People,Days,Sub_Category,Content,Keywords,KG_Paths,Explanation
10500040,Civil,Unsuccessful,1,9,13,Infringement,"[Name] The bathroom and toilet of the home where they each live are leaking seriously, so they work together with the claimant to mediate",Home Bathroom Toilet Leakage Collaborative Mediation,ENTITY_Bathroom->ENTITY_Civil (Property)->ENTITY_Sale and Lease->ENTITY_Rent->CASE_10500190->OUTCOME_10500190_Not established | ENTITY_Water leakage->ENTITY_Civil (Property)->ENTITY_Inheritance->CASE_10600771->OUTCOME_10600771_Not established | ENTITY_Bathroom->ENTITY_Civil (Property)->ENTITY_Medical->ENTITY_Waiting for Labor->CASE_10500447->OUTCOME_10500447_Not Established | ENTITY_Toilet->ENTITY_Civil (Property)->ENTITY_Project Contract->CASE_10300572->OUTCOME_10300572_Not Established | ENTITY_Civil (Property)->ENTITY_Safety Box->CASE_10400400->DETAIL_Civil (Property)->CASE_9800552->OUTCOME_9800552_Not established,"This case involved civil property rights and water leakage disputes, and the two parties still disagreed on the amount of compensation and repair responsibilities. Therefore, although the mediation committee tried their best to coordinate, they could not reach a consensus, so the final mediation was not successful."
10500041,Criminal,Unsuccessful,1,2,23,Traffic Accident,"At about 20:10 on December 26, 2019, at the intersection of Xiaodong Road and Dongguang Road, North District, Tainan City, a car accident occurred between the petitioner riding a heavy motorcycle [license plate] and the opponent riding a heavy motorcycle [license plate], causing damage to the petitioner's car and body injuries, and damage to the opponent's car and body injuries.",Heavy locomotive vehicle damage body injury,,
10500042,Criminal,Unsuccessful,1,2,14,Traffic Accident,"At about 11:35 on December 14, 1999, in front of No. 219, Section 2, Lin'an Road, Tainan City, the petitioner drove a minivan ([license plate]) for his own use and the counterparty was riding a heavy motorcycle ([license plate]). There was a car accident, causing damage to the petitioner's vehicle but no physical injuries, and damage to the counterparty's vehicle but no physical injuries.",Heavy locomotive vehicle damage body injury,,
10500043,Criminal,Successful,1,6,21,Traffic Accident,"At about 18:50 on November 9, 2019, opposite No. 59, Lane 65, Section 4, Ximen Road, North District, Tainan City, the claimant [name] was riding a heavy motorcycle [license plate] carrying the claimant [name] and his counterpart [name] was driving his own passenger car [license plate]. A car accident occurred. The claimant [name] suffered bodily injuries but no vehicle damage. The claimant [name] suffered bodily injuries and the counterpart [name] suffered bodily injuries and vehicle damage.","Heavy-duty locomotive equipped with passenger car for personal use, vehicle damage",,
10500044,Criminal,Successful,1,2,1,Traffic Accident,"At around 7:56 on December 5, 1999, at the intersection of Gongyuan South Road and Fubei Street, Bei District, Tainan City, a car accident occurred between the petitioner riding a vehicle with license plate number [License Plate] and the opponent riding a vehicle with license plate number [License Plate], resulting in both physical injuries and vehicle damage to both vehicles (the damage to both vehicles is not included in the mediation of this case).",vehicle damage,,
10500046,Criminal,Successful,1,3,15,Traffic Accident,"At about 7:13 on December 22, 2019, in front of Kunshan Middle School on Kaiyuan Road, North District, Tainan City, the petitioner [Name] was riding a vehicle with license plate number [License Plate] and the counterpart was riding a heavy machine ([License Plate]). A car accident occurred, causing physical injuries to the petitioner [Name] and vehicle damage (the damage to the vehicle is not included in this case). There was no vehicle damage or physical injury to the counterpart [Name].",Heavy Machinery Vehicle Bodily Injury Vehicle Damage,,
10500047,Criminal,Unsuccessful,1,2,17,Traffic Accident,"At about 20:55 on November 24, 2019, the petitioner was riding a bicycle owned by him while passing on (near) Bei'an Bridge on Bei'an Road, North District, Tainan City, and had a car accident with a person riding a heavy motorcycle [license plate], causing damage to the petitioner's vehicle and physical injuries, and damage to the other person's vehicle and body.",Bicycle Heavy Motorcycle Physical Injury,,
10500048,Criminal,Successful,1,4,16,Traffic Accident,"At about 20:40 on November 24, 1999, at the intersection of Section 4, Yude Road and Ximen Road, North District, Tainan City, the petitioner was riding a vehicle with a license plate number and the other party was riding a vehicle with a license plate number. A car accident occurred, resulting in personal injuries to the claimant but no physical injuries to the victim, and both vehicles were damaged (the damage to the two cars above was not included in the mediation of this case).",Vehicle body injuries No body injuries Average vehicle damage,,
10500049,Criminal,Successful,3,2,30,Traffic Accident,"At about 10 o'clock on August 21, 2019, at the entrance of Lane 295, Park Road, North District, Tainan City, the claimant was riding a heavy motorcycle ([license plate]) and the other party was riding a light motorcycle ([license plate]). A car accident occurred. The claimant had no vehicle damage or physical injuries, and the other party suffered vehicle damage and physical injuries.",Heavy locomotive Light locomotive No damage to the vehicle No physical injury to the person Vehicle damage No physical injury,,
10500050,Criminal,Successful,1,4,14,Traffic Accident,"At about 5:55 on November 17, 2019, at the entrance of Lane 321, Park Road, North District, Tainan City, the claimant [name] was riding a heavy motorcycle [license plate] carrying the claimant [name] and the counter-person [name] was driving a passenger car [license plate]. A car accident occurred. The claimant [name] was injured, the claimant [name] was injured, the claimant [name] was injured, and the opponent [name] was not injured.",Heavy-duty locomotives equipped with passenger cars for personal use. Physical injuries. Physical injuries. Physical injuries. Physical injuries.,,
10500051,Civil,Unsuccessful,1,2,12,Sales & Lease,"Duixuan rented House 6 on the 3rd floor of No. 676 Park Road, Tainan City from the claimant and signed a lease contract. The lease period was from October 26, 102 to October 25, 2014. It was agreed that the monthly rent should be NT$4,500 (the same below) and the deposit was NT$6,000. The lease contract had expired, and Duixuan refused to move and owed NT$19,000 in rent.","Tenant, no move, rent arrears, deposit expired",ENTITY_Expiration->ENTITY_civil (property)->ENTITY_rejection->CASE_9900355->OUTCOME_9900355_not established | ENTITY_not moved->ENTITY_civil (property)->ENTITY_safety box->CASE_10400400->OUTCOME_10400400_not established | ENTITY_Expiration->ENTITY_Civil (Property)->ENTITY_Sale and Lease->ENTITY_Claim for Mediation->CASE_10400558->OUTCOME_10400558_Not Established | ENTITY_Expiration->ENTITY_Civil (Property)->ENTITY_Harassment->ENTITY_Intimidation->CASE_10300213->OUTCOME_10300213_Not Established | ENTITY_Rent arrears->ENTITY_Civil (Property)->ENTITY_Heritage->CASE_10400289->DETAIL_District Prosecutor’s Referral->CASE_10300748->OUTCOME_10300748_Not established,"Since the subject matter of the lease involved in this case is a house, and the lease term has not yet expired, and the two parties have differences regarding relocation and rent payment, a consensus cannot be reached during the mediation process, so it is inferred that this mediation will not be successful in the end."
10500052,Criminal,Unsuccessful,1,2,13,Traffic Accident,"At about 17:5 on November 25, 2019, at the intersection of Gongyuan South Road and Zhongyi Road, North District, Tainan City, the claimant was riding a heavy motorcycle ([license plate]) and the opponent was riding a heavy motorcycle ([license plate]). A car accident occurred, causing damage to the claimant's car and body injuries, and damage to the opponent's car and body injuries.",Heavy locomotive vehicle damage body injury,,
10500053,Civil,Successful,1,6,15,Sales & Lease,"The claimant [name] purchased a house from Duzao Ren [Company] (Building No.: No. 00312-000, Xingnong Section, Madou District, Tainan City; scope of rights: all), and purchased a piece of land on which the house is located from Dui Zao Ren [name] (Building No.: No. 0634, Xingnong Section, Madou District, Tainan City) -0002; scope of rights: all), and completed the registration of real estate land and building property rights through the Tainan City Madou Land Office (the land and building parts are: registration reason: sale, reason occurrence date: July 17, 2014, registration date: August 3, 2014),","Sale and Purchase Registration Dispute Price Jianzhan Construction Co., Ltd. Guo Jinshun Madou Land Office","ENTITY_Business->ENTITY_Civil (Property)->ENTITY_Land and Buildings->ENTITY_Official Truck->CASE_10600411->OUTCOME_10600411_Establishment | ENTITY_Registration->ENTITY_Civil (Property)->ENTITY_Safety Deposit Box->CASE_10400400->DETAIL_Civil (Property)->CASE_10300619->OUTCOME_10300619_Establishment | ENTITY_Civil (Property)->ENTITY_Heritage->ENTITY_Land->ENTITY_Mediation->CASE_10000008->OUTCOME_10000008_Established | ENTITY_Price->ENTITY_Civil (Property)->ENTITY_Mediation->ENTITY_Injury->CASE_10100477->OUTCOME_10100477_Established | ENTITY_Jianzhan Construction Co., Ltd.->ENTITY_Civil (Property)->ENTITY_House->ENTITY_Mediation->CASE_10100063->OUTCOME_10100063_Established","Since the subject matter of this case is land and buildings, which falls within the category of civil property, and the dispute is about registration and price, it can be expected that the two parties will negotiate on the sales registration process and price amount under professional mediation, so there is a possibility that mediation will be established."
10500054,Civil,Successful,1,2,14,Sales & Lease,"In October 103 of the Republic of China, the claimant leased a heavy-duty motorcycle [license plate] from the opponent, which was in the possession of the claimant. Due to a leasing dispute,",Rental motorcycle dispute mediation,ENTITY_Sale and Lease->ENTITY_Civil (Property)->ENTITY_Land and Buildings->ENTITY_Return->CASE_10500764->OUTCOME_10500764_Establishment | ENTITY_Dispute->ENTITY_Heritage->CASE_10400400->DETAIL_Civil (Property)->CASE_10000017->OUTCOME_10000017_Establishment | ENTITY_Motorcycle->ENTITY_Civil (Property)->ENTITY_Land and Building->ENTITY_Plaintiff->CASE_9900137->OUTCOME_9900137_Established | ENTITY_Sale and Lease->ENTITY_Civil (Property)->ENTITY_Mediation->CASE_10400710->OUTCOME_10400710_Established | ENTITY_Mediation->ENTITY_Civil (Property)->ENTITY_Sale and Lease->ENTITY_Contracting->CASE_10500355->OUTCOME_10500355_Established,"Since the dispute between the two parties regarding the motorcycle leasing contract is whether a fine needs to be paid, and this dispute is caused by the two parties’ different understandings of legal provisions, it can be regarded as a simple civil dispute, and both parties are willing to resolve it. Therefore, it is inferred that mediation is established."
